amount,weight,avg_price,yyyy,mm,dd,origin_제주도,standard_10미,standard_20미,standard_25미,standard_5미
54678,1,4.0,130000,2017,3,29,1,1,0,0,0
54679,12,4.5,166700,2017,3,29,1,1,0,0,0
54680,48,5.0,190800,2017,3,29,1,1,0,0,0
54685,14,5.0,273600,2017,3,29,1,0,0,0,1
54695,25,3.5,122100,2017,3,30,1,1,0,0,0
54696,2,4.0,140000,2017,3,30,1,1,0,0,0
54697,21,4.5,152000,2017,3,30,1,1,0,0,0
54698,27,5.0,185700,2017,3,30,1,1,0,0,0
54700,6,5.0,85000,2017,3,30,1,0,1,0,0
54701,2,6.5,190000,2017,3,30,1,0,1,0,0
54722,8,3.5,138800,2017,3,31,1,1,0,0,0
54723,1,4.0,146000,2017,3,31,1,1,0,0,0
54724,16,4.5,164100,2017,3,31,1,1,0,0,0
54725,25,5.0,201000,2017,3,31,1,1,0,0,0
54727,5,5.0,88000,2017,3,31,1,0,1,0,0
54728,9,6.5,200000,2017,3,31,1,0,1,0,0
54745,38,3.5,124200,2017,4,1,1,1,0,0,0
54746,4,4.0,141300,2017,4,1,1,1,0,0,0
54747,24,4.5,157400,2017,4,1,1,1,0,0,0
54748,17,5.0,189600,2017,4,1,1,1,0,0,0
54760,52,3.5,119300,2017,4,3,1,1,0,0,0
54761,10,4.0,135000,2017,4,3,1,1,0,0,0
54762,47,4.5,156900,2017,4,3,1,1,0,0,0
54763,51,5.0,189900,2017,4,3,1,1,0,0,0
54780,44,3.5,125600,2017,4,4,1,1,0,0,0
54781,6,4.0,135000,2017,4,4,1,1,0,0,0
54782,25,4.5,153200,2017,4,4,1,1,0,0,0
54783,15,5.0,217300,2017,4,4,1,1,0,0,0
54786,11,5.0,77000,2017,4,4,1,0,1,0,0
54787,20,6.5,180000,2017,4,4,1,0,1,0,0
54804,46,3.5,119400,2017,4,5,1,1,0,0,0
54805,10,4.0,139000,2017,4,5,1,1,0,0,0
54806,31,4.5,157300,2017,4,5,1,1,0,0,0
54807,38,5.0,196100,2017,4,5,1,1,0,0,0
54847,51,3.5,95200,2017,4,7,1,1,0,0,0
54848,24,4.5,141900,2017,4,7,1,1,0,0,0
54855,7,3.5,105900,2017,4,8,1,1,0,0,0
54856,19,4.5,122800,2017,4,8,1,1,0,0,0
54857,40,5.0,149400,2017,4,8,1,1,0,0,0
54859,2,5.0,260000,2017,4,8,1,0,0,0,1
54867,54,3.5,110800,2017,4,10,1,1,0,0,0
54868,41,4.5,146800,2017,4,10,1,1,0,0,0
54869,3,5.0,190000,2017,4,10,1,1,0,0,0
54871,1,5.0,50000,2017,4,10,1,0,0,1,0
54872,1,6.0,75000,2017,4,10,1,0,0,1,0
54881,61,3.5,99800,2017,4,11,1,1,0,0,0
54882,19,4.5,136400,2017,4,11,1,1,0,0,0
54883,36,5.0,154200,2017,4,11,1,1,0,0,0
54886,7,5.0,78000,2017,4,11,1,0,1,0,0
54887,2,6.0,130000,2017,4,11,1,0,1,0,0
54917,14,3.5,144600,2017,4,14,1,1,0,0,0
54918,1,4.0,200000,2017,4,14,1,1,0,0,0
54919,7,5.0,283600,2017,4,14,1,1,0,0,0
54924,1,4.0,50000,2017,4,14,1,0,1,0,0
54941,2,3.0,90000,2017,4,15,1,1,0,0,0
54942,4,3.5,145000,2017,4,15,1,1,0,0,0
54943,3,4.0,180000,2017,4,15,1,1,0,0,0
54944,4,4.5,198800,2017,4,15,1,1,0,0,0
54945,1,4.8,250000,2017,4,15,1,1,0,0,0
54946,1,5.0,300000,2017,4,15,1,1,0,0,0
54948,1,5.0,100000,2017,4,15,1,0,1,0,0
54958,3,3.5,150000,2017,4,17,1,1,0,0,0
54959,16,4.0,168000,2017,4,17,1,1,0,0,0
54960,6,4.5,202500,2017,4,17,1,1,0,0,0
54961,10,5.0,266000,2017,4,17,1,1,0,0,0
54966,2,5.0,100000,2017,4,17,1,0,1,0,0
54968,3,5.0,55000,2017,4,17,1,0,0,1,0
54979,3,3.0,90000,2017,4,18,1,1,0,0,0
54980,32,3.5,125100,2017,4,18,1,1,0,0,0
54981,7,4.0,155000,2017,4,18,1,1,0,0,0
54982,22,4.5,175000,2017,4,18,1,1,0,0,0
54983,23,5.0,237400,2017,4,18,1,1,0,0,0
54985,1,5.0,85000,2017,4,18,1,0,1,0,0
55001,3,3.0,78000,2017,4,19,1,1,0,0,0
55002,30,3.5,127200,2017,4,19,1,1,0,0,0
55003,5,4.0,150000,2017,4,19,1,1,0,0,0
55004,15,4.5,181600,2017,4,19,1,1,0,0,0
55005,4,5.0,255000,2017,4,19,1,1,0,0,0
55006,10,5.0,53200,2017,4,19,1,0,0,1,0
55007,5,6.0,59800,2017,4,19,1,0,0,1,0
55022,4,3.0,95000,2017,4,20,1,1,0,0,0
55023,7,3.5,131400,2017,4,20,1,1,0,0,0
55024,8,4.0,156900,2017,4,20,1,1,0,0,0
55025,4,4.5,190000,2017,4,20,1,1,0,0,0
55026,13,5.0,260000,2017,4,20,1,1,0,0,0
55044,11,3.0,90000,2017,4,21,1,1,0,0,0
55045,6,3.5,143000,2017,4,21,1,1,0,0,0
55046,8,4.0,160000,2017,4,21,1,1,0,0,0
55047,10,4.5,194800,2017,4,21,1,1,0,0,0
55048,9,5.0,263300,2017,4,21,1,1,0,0,0
55066,9,3.0,92000,2017,4,22,1,1,0,0,0
55067,7,3.5,145000,2017,4,22,1,1,0,0,0
55068,5,4.0,170000,2017,4,22,1,1,0,0,0
55076,8,3.0,83000,2017,4,24,1,1,0,0,0
55077,79,3.5,117200,2017,4,24,1,1,0,0,0
55078,13,4.0,147200,2017,4,24,1,1,0,0,0
55079,50,4.5,166300,2017,4,24,1,1,0,0,0
55080,32,5.0,233600,2017,4,24,1,1,0,0,0
55084,16,5.0,80000,2017,4,24,1,0,1,0,0
55085,14,5.0,45000,2017,4,24,1,0,0,1,0
55086,9,6.0,68900,2017,4,24,1,0,0,1,0
55106,44,3.5,105200,2017,4,25,1,1,0,0,0
55107,2,4.0,130000,2017,4,25,1,1,0,0,0
55108,42,4.5,137100,2017,4,25,1,1,0,0,0
55123,59,3.5,100400,2017,4,26,1,1,0,0,0
55124,7,4.0,125000,2017,4,26,1,1,0,0,0
55125,21,4.5,140700,2017,4,26,1,1,0,0,0
55126,36,5.0,183800,2017,4,26,1,1,0,0,0
55128,38,5.0,56600,2017,4,26,1,0,1,0,0
55139,9,3.5,111100,2017,4,27,1,1,0,0,0
55140,1,3.7,116000,2017,4,27,1,1,0,0,0
55141,2,4.0,130000,2017,4,27,1,1,0,0,0
55142,16,4.5,147800,2017,4,27,1,1,0,0,0
55143,6,5.0,210800,2017,4,27,1,1,0,0,0
55145,3,5.0,60000,2017,4,27,1,0,1,0,0
55146,1,6.0,110000,2017,4,27,1,0,1,0,0
55147,30,4.0,22000,2017,4,27,1,0,0,1,0
55161,9,3.5,113900,2017,4,28,1,1,0,0,0
55162,1,4.0,135000,2017,4,28,1,1,0,0,0
55163,2,4.5,168000,2017,4,28,1,1,0,0,0
55164,10,5.0,175200,2017,4,28,1,1,0,0,0
55168,14,5.0,62000,2017,4,28,1,0,1,0,0
55178,13,3.5,120500,2017,4,29,1,1,0,0,0
55179,2,4.0,140000,2017,4,29,1,1,0,0,0
55180,6,4.5,145000,2017,4,29,1,1,0,0,0
55181,6,5.0,80300,2017,4,29,1,1,0,0,0
55182,1,7.0,80000,2017,4,29,1,1,0,0,0
55186,12,5.0,57000,2017,4,29,1,0,1,0,0
55187,17,6.0,101500,2017,4,29,1,0,1,0,0
55188,2,6.0,51500,2017,4,29,1,0,0,1,0
55198,29,3.5,117900,2017,5,1,1,1,0,0,0
55199,18,4.5,150600,2017,5,1,1,1,0,0,0
55200,37,5.0,188300,2017,5,1,1,1,0,0,0
55205,12,5.0,63000,2017,5,1,1,0,1,0,0
55206,20,4.0,20000,2017,5,1,1,0,0,1,0
55207,25,5.0,33600,2017,5,1,1,0,0,1,0
55208,1,6.0,52000,2017,5,1,1,0,0,1,0
55217,13,3.5,122100,2017,5,2,1,1,0,0,0
55218,15,4.5,156300,2017,5,2,1,1,0,0,0
55220,22,5.0,38000,2017,5,2,1,0,0,1,0
55221,8,6.0,58000,2017,5,2,1,0,0,1,0
55233,25,3.5,123000,2017,5,3,1,1,0,0,0
55234,1,4.0,138000,2017,5,3,1,1,0,0,0
55235,24,4.5,163300,2017,5,3,1,1,0,0,0
55236,26,5.0,210800,2017,5,3,1,1,0,0,0
55238,2,5.0,70000,2017,5,3,1,0,1,0,0
55239,1,10.0,15000,2017,5,3,1,0,1,0,0
55240,3,5.0,38000,2017,5,3,1,0,0,1,0
55248,31,3.5,122800,2017,5,4,1,1,0,0,0
55249,14,4.5,165700,2017,5,4,1,1,0,0,0
55250,16,5.0,215000,2017,5,4,1,1,0,0,0
55253,3,5.0,80000,2017,5,4,1,0,1,0,0
55254,1,6.0,130000,2017,5,4,1,0,1,0,0
55255,10,5.0,32300,2017,5,4,1,0,0,1,0
55260,1,5.0,380000,2017,5,4,1,0,0,0,1
55276,3,3.0,80000,2017,5,5,1,1,0,0,0
55277,43,3.5,116200,2017,5,5,1,1,0,0,0
55278,8,4.0,145000,2017,5,5,1,1,0,0,0
55279,16,4.5,171500,2017,5,5,1,1,0,0,0
55280,35,5.0,204300,2017,5,5,1,1,0,0,0
55284,23,5.0,32600,2017,5,5,1,0,0,1,0
55288,38,3.5,123000,2017,5,6,1,1,0,0,0
55289,11,4.5,179500,2017,5,6,1,1,0,0,0
55290,14,5.0,232100,2017,5,6,1,1,0,0,0
55293,44,5.0,63100,2017,5,6,1,0,1,0,0
55294,6,6.5,190000,2017,5,6,1,0,1,0,0
55296,10,5.0,32000,2017,5,6,1,0,0,1,0
55300,1,3.0,150000,2017,5,6,1,0,0,0,1
55307,55,3.5,113500,2017,5,8,1,1,0,0,0
55308,10,4.0,129000,2017,5,8,1,1,0,0,0
55309,43,4.5,151400,2017,5,8,1,1,0,0,0
55310,54,5.0,184400,2017,5,8,1,1,0,0,0
55320,19,5.0,66300,2017,5,8,1,0,1,0,0
55321,8,6.0,140000,2017,5,8,1,0,1,0,0
55324,90,4.0,10000,2017,5,8,1,0,0,1,0
55328,43,3.5,115000,2017,5,9,1,1,0,0,0
55329,7,4.0,140000,2017,5,9,1,1,0,0,0
55330,35,4.5,163800,2017,5,9,1,1,0,0,0
55331,29,5.0,196800,2017,5,9,1,1,0,0,0
55333,9,5.0,75000,2017,5,9,1,0,1,0,0
55334,35,5.0,28000,2017,5,9,1,0,0,1,0
55339,1,5.0,335000,2017,5,9,1,0,0,0,1
55349,36,3.5,123700,2017,5,10,1,1,0,0,0
55350,7,4.0,140000,2017,5,10,1,1,0,0,0
55351,18,4.5,168400,2017,5,10,1,1,0,0,0
55352,23,5.0,205700,2017,5,10,1,1,0,0,0
55353,1,5.1,170000,2017,5,10,1,1,0,0,0
55355,10,5.0,75000,2017,5,10,1,0,1,0,0
55356,2,6.0,145000,2017,5,10,1,0,1,0,0
55357,20,5.0,30000,2017,5,10,1,0,0,1,0
55372,32,3.5,124700,2017,5,11,1,1,0,0,0
55373,8,4.0,140000,2017,5,11,1,1,0,0,0
55374,18,4.5,167000,2017,5,11,1,1,0,0,0
55375,17,5.0,202200,2017,5,11,1,1,0,0,0
55377,11,5.0,69100,2017,5,11,1,0,1,0,0
55378,7,6.0,145000,2017,5,11,1,0,1,0,0
55379,23,5.0,28000,2017,5,11,1,0,0,1,0
55384,6,5.0,296700,2017,5,11,1,0,0,0,1
55396,32,3.5,122800,2017,5,12,1,1,0,0,0
55397,7,4.0,140000,2017,5,12,1,1,0,0,0
55398,21,4.5,171200,2017,5,12,1,1,0,0,0
55399,19,5.0,214200,2017,5,12,1,1,0,0,0
55402,6,5.0,78300,2017,5,12,1,0,1,0,0
55403,2,6.0,155000,2017,5,12,1,0,1,0,0
55404,25,5.0,29000,2017,5,12,1,0,0,1,0
55413,30,3.5,125300,2017,5,13,1,1,0,0,0
55414,16,4.5,173800,2017,5,13,1,1,0,0,0
55415,14,5.0,196100,2017,5,13,1,1,0,0,0
55416,1,6.5,280000,2017,5,13,1,1,0,0,0
55418,1,4.0,30000,2017,5,13,1,0,1,0,0
55419,36,5.0,56400,2017,5,13,1,0,1,0,0
55420,1,6.0,160000,2017,5,13,1,0,1,0,0
55421,30,5.0,27000,2017,5,13,1,0,0,1,0
55422,25,6.0,49000,2017,5,13,1,0,0,1,0
55426,45,3.5,125300,2017,5,15,1,1,0,0,0
55427,35,4.5,167900,2017,5,15,1,1,0,0,0
55428,22,5.0,204500,2017,5,15,1,1,0,0,0
55429,1,4.0,20000,2017,5,15,1,0,1,0,0
55430,1,6.0,160000,2017,5,15,1,0,1,0,0
55431,25,5.0,24000,2017,5,15,1,0,0,1,0
55432,45,6.0,47000,2017,5,15,1,0,0,1,0
55437,3,5.0,316700,2017,5,15,1,0,0,0,1
55450,71,3.5,102000,2017,5,16,1,1,0,0,0
55451,1,4.0,130000,2017,5,16,1,1,0,0,0
55452,52,4.5,138300,2017,5,16,1,1,0,0,0
55453,65,5.0,166000,2017,5,16,1,1,0,0,0
55457,40,5.0,55000,2017,5,16,1,0,1,0,0
55458,10,6.0,110000,2017,5,16,1,0,1,0,0
55459,1,5.0,20000,2017,5,16,1,0,0,1,0
55460,40,6.0,38000,2017,5,16,1,0,0,1,0
55464,8,5.0,272500,2017,5,16,1,0,0,0,1
55476,51,3.5,112500,2017,5,17,1,1,0,0,0
55477,3,4.0,130000,2017,5,17,1,1,0,0,0
55478,2,4.4,140000,2017,5,17,1,1,0,0,0
55479,28,4.5,142100,2017,5,17,1,1,0,0,0
55480,36,5.0,181000,2017,5,17,1,1,0,0,0
55481,14,5.0,50000,2017,5,17,1,0,1,0,0
55482,8,6.0,103100,2017,5,17,1,0,1,0,0
55483,31,5.0,25000,2017,5,17,1,0,0,1,0
55484,33,6.0,41700,2017,5,17,1,0,0,1,0
55499,48,3.5,98100,2017,5,18,1,1,0,0,0
55500,4,4.0,125000,2017,5,18,1,1,0,0,0
55501,6,4.2,90000,2017,5,18,1,1,0,0,0
55502,1,4.4,95000,2017,5,18,1,1,0,0,0
55503,22,4.5,141100,2017,5,18,1,1,0,0,0
55504,45,5.0,164000,2017,5,18,1,1,0,0,0
55514,64,3.5,90400,2017,5,19,1,1,0,0,0
55515,7,4.0,105700,2017,5,19,1,1,0,0,0
55516,53,4.5,117400,2017,5,19,1,1,0,0,0
55517,38,5.0,160100,2017,5,19,1,1,0,0,0
55518,1,6.9,210000,2017,5,19,1,1,0,0,0
55520,7,5.0,60000,2017,5,19,1,0,1,0,0
55521,4,6.0,92000,2017,5,19,1,0,1,0,0
55522,80,5.0,24000,2017,5,19,1,0,0,1,0
55532,74,3.5,75700,2017,5,20,1,1,0,0,0
55533,7,4.0,92000,2017,5,20,1,1,0,0,0
55534,48,4.5,99400,2017,5,20,1,1,0,0,0
55535,1,4.6,110000,2017,5,20,1,1,0,0,0
55536,1,4.8,115000,2017,5,20,1,1,0,0,0
55537,52,5.0,137900,2017,5,20,1,1,0,0,0
55539,12,5.0,57000,2017,5,20,1,0,1,0,0
55540,5,6.0,86000,2017,5,20,1,0,1,0,0
55541,59,5.0,27000,2017,5,20,1,0,0,1,0
55544,2,5.0,260000,2017,5,20,1,0,0,0,1
55549,78,3.5,78300,2017,5,22,1,1,0,0,0
55550,7,4.0,95000,2017,5,22,1,1,0,0,0
55551,14,4.5,123500,2017,5,22,1,1,0,0,0
55552,38,5.0,160900,2017,5,22,1,1,0,0,0
55555,15,5.0,55000,2017,5,22,1,0,1,0,0
55556,10,6.0,90000,2017,5,22,1,0,1,0,0
55557,147,5.0,23600,2017,5,22,1,0,0,1,0
55562,1,4.2,190000,2017,5,22,1,0,0,0,1
55563,1,5.0,270000,2017,5,22,1,0,0,0,1
55564,1,5.1,270000,2017,5,22,1,0,0,0,1
55573,47,3.5,76600,2017,5,23,1,1,0,0,0
55574,2,4.0,85000,2017,5,23,1,1,0,0,0
55575,30,4.5,119000,2017,5,23,1,1,0,0,0
55576,21,5.0,158500,2017,5,23,1,1,0,0,0
55579,70,4.0,18000,2017,5,23,1,0,1,0,0
55580,10,5.0,63600,2017,5,23,1,0,1,0,0
55581,4,6.0,95000,2017,5,23,1,0,1,0,0
55583,30,4.0,12000,2017,5,23,1,0,0,1,0
55584,165,5.0,22000,2017,5,23,1,0,0,1,0
55593,29,3.5,90400,2017,5,24,1,1,0,0,0
55594,5,4.0,110000,2017,5,24,1,1,0,0,0
55595,16,4.5,144800,2017,5,24,1,1,0,0,0
55596,27,5.0,190900,2017,5,24,1,1,0,0,0
55597,10,5.0,60000,2017,5,24,1,0,1,0,0
55598,6,6.5,140000,2017,5,24,1,0,1,0,0
55600,155,5.0,23100,2017,5,24,1,0,0,1,0
55611,55,3.5,86000,2017,5,25,1,1,0,0,0
55612,20,4.5,141300,2017,5,25,1,1,0,0,0
55613,31,5.0,170900,2017,5,25,1,1,0,0,0
55614,1,6.0,80000,2017,5,25,1,0,1,0,0
55615,8,6.5,140000,2017,5,25,1,0,1,0,0
55616,4,6.0,45000,2017,5,25,1,0,0,1,0
55621,1,5.3,280000,2017,5,25,1,0,0,0,1
55638,30,3.5,97800,2017,5,26,1,1,0,0,0
55639,4,4.0,135000,2017,5,26,1,1,0,0,0
55640,18,4.5,153700,2017,5,26,1,1,0,0,0
55641,26,5.0,183200,2017,5,26,1,1,0,0,0
55643,2,5.0,70000,2017,5,26,1,0,1,0,0
55644,2,6.5,162000,2017,5,26,1,0,1,0,0
55653,27,3.5,117400,2017,5,27,1,1,0,0,0
55654,4,4.0,140000,2017,5,27,1,1,0,0,0
55655,16,4.5,155600,2017,5,27,1,1,0,0,0
55656,12,5.0,194200,2017,5,27,1,1,0,0,0
55658,14,5.0,66100,2017,5,27,1,0,1,0,0
55659,3,6.5,180000,2017,5,27,1,0,1,0,0
55660,41,5.0,33000,2017,5,27,1,0,0,1,0
55661,34,6.0,58300,2017,5,27,1,0,0,1,0
55673,2,3.0,60000,2017,5,29,1,1,0,0,0
55674,32,3.5,120000,2017,5,29,1,1,0,0,0
55675,2,4.0,140000,2017,5,29,1,1,0,0,0
55676,23,4.5,150400,2017,5,29,1,1,0,0,0
55677,22,5.0,183600,2017,5,29,1,1,0,0,0
55681,29,4.0,26000,2017,5,29,1,0,1,0,0
55682,7,5.0,64100,2017,5,29,1,0,1,0,0
55683,1,6.0,120000,2017,5,29,1,0,1,0,0
55684,2,6.5,190000,2017,5,29,1,0,1,0,0
55699,3,3.0,80000,2017,5,30,1,1,0,0,0
55700,28,3.5,115000,2017,5,30,1,1,0,0,0
55701,2,4.0,140000,2017,5,30,1,1,0,0,0
55702,22,4.5,159500,2017,5,30,1,1,0,0,0
55703,19,5.0,193200,2017,5,30,1,1,0,0,0
55704,10,5.0,63000,2017,5,30,1,0,1,0,0
55714,17,3.0,60900,2017,5,31,1,1,0,0,0
55715,52,3.5,101900,2017,5,31,1,1,0,0,0
55716,10,4.0,113000,2017,5,31,1,1,0,0,0
55717,27,4.5,158700,2017,5,31,1,1,0,0,0
55718,34,5.0,193500,2017,5,31,1,1,0,0,0
55719,1,5.8,250000,2017,5,31,1,1,0,0,0
55721,71,4.0,22100,2017,5,31,1,0,1,0,0
55722,16,5.0,59300,2017,5,31,1,0,1,0,0
55723,4,6.0,130000,2017,5,31,1,0,1,0,0
55724,1,6.5,180000,2017,5,31,1,0,1,0,0
55735,30,3.0,42500,2017,6,1,1,1,0,0,0
55736,3,3.4,72000,2017,6,1,1,1,0,0,0
55737,55,3.5,102300,2017,6,1,1,1,0,0,0
55738,29,4.0,109200,2017,6,1,1,1,0,0,0
55739,38,4.5,147700,2017,6,1,1,1,0,0,0
55740,7,4.7,140000,2017,6,1,1,1,0,0,0
55741,60,5.0,174200,2017,6,1,1,1,0,0,0
55744,59,4.0,22000,2017,6,1,1,0,1,0,0
55751,2,3.0,65000,2017,6,2,1,1,0,0,0
55752,59,3.5,96700,2017,6,2,1,1,0,0,0
55753,18,4.0,118300,2017,6,2,1,1,0,0,0
55754,43,4.5,118200,2017,6,2,1,1,0,0,0
55755,36,5.0,176700,2017,6,2,1,1,0,0,0
55757,22,5.0,50000,2017,6,2,1,0,1,0,0
55758,11,6.0,107300,2017,6,2,1,0,1,0,0
55759,1,6.5,165000,2017,6,2,1,0,1,0,0
55760,2,6.0,48000,2017,6,2,1,0,0,1,0
55775,2,3.0,60000,2017,6,3,1,1,0,0,0
55776,50,3.5,98900,2017,6,3,1,1,0,0,0
55777,19,4.0,114500,2017,6,3,1,1,0,0,0
55778,33,4.5,133900,2017,6,3,1,1,0,0,0
55779,36,5.0,165100,2017,6,3,1,1,0,0,0
55780,5,5.0,52000,2017,6,3,1,0,1,0,0
55781,4,6.5,150000,2017,6,3,1,0,1,0,0
55782,2,5.0,40000,2017,6,3,1,0,0,1,0
55794,76,3.5,91000,2017,6,5,1,1,0,0,0
55795,10,4.0,111000,2017,6,5,1,1,0,0,0
55796,31,4.5,136300,2017,6,5,1,1,0,0,0
55797,28,5.0,167800,2017,6,5,1,1,0,0,0
55803,14,5.0,51100,2017,6,5,1,0,1,0,0
55804,2,6.0,105000,2017,6,5,1,0,1,0,0
55815,31,3.5,97400,2017,6,6,1,1,0,0,0
55816,12,4.5,139200,2017,6,6,1,1,0,0,0
55817,14,5.0,168000,2017,6,6,1,1,0,0,0
55819,19,5.0,54700,2017,6,6,1,0,1,0,0
55820,3,6.5,145000,2017,6,6,1,0,1,0,0
55821,2,5.0,22000,2017,6,6,1,0,0,1,0
55829,15,3.5,115000,2017,6,7,1,1,0,0,0
55830,5,4.0,137000,2017,6,7,1,1,0,0,0
55831,21,4.5,148100,2017,6,7,1,1,0,0,0
55832,27,5.0,180500,2017,6,7,1,1,0,0,0
55835,70,4.0,22000,2017,6,7,1,0,1,0,0
55836,2,5.0,65000,2017,6,7,1,0,1,0,0
55837,3,6.0,126000,2017,6,7,1,0,1,0,0
55838,1,6.5,160000,2017,6,7,1,0,1,0,0
55844,3,5.0,280000,2017,6,7,1,0,0,0,1
55852,25,3.5,120000,2017,6,8,1,1,0,0,0
55853,15,4.5,150000,2017,6,8,1,1,0,0,0
55854,18,5.0,190000,2017,6,8,1,1,0,0,0
55861,1,5.0,215000,2017,6,8,1,0,0,0,1
55880,31,3.5,125200,2017,6,9,1,1,0,0,0
55881,8,4.5,165000,2017,6,9,1,1,0,0,0
55882,18,5.0,200800,2017,6,9,1,1,0,0,0
55883,150,4.0,22000,2017,6,9,1,0,1,0,0
55884,2,5.0,70000,2017,6,9,1,0,1,0,0
55888,16,3.5,140000,2017,6,10,1,1,0,0,0
55889,7,4.0,150000,2017,6,10,1,1,0,0,0
55890,1,4.5,195000,2017,6,10,1,1,0,0,0
55891,20,5.0,235600,2017,6,10,1,1,0,0,0
55892,1,7.0,300000,2017,6,10,1,1,0,0,0
55894,16,5.0,62000,2017,6,10,1,0,1,0,0
55895,1,6.0,137000,2017,6,10,1,0,1,0,0
55896,6,6.5,180000,2017,6,10,1,0,1,0,0
55897,1,5.0,40000,2017,6,10,1,0,0,1,0
55898,36,6.0,62000,2017,6,10,1,0,0,1,0
55905,15,3.0,80000,2017,6,12,1,1,0,0,0
55906,24,3.5,133900,2017,6,12,1,1,0,0,0
55907,5,4.0,150000,2017,6,12,1,1,0,0,0
55908,13,4.5,166800,2017,6,12,1,1,0,0,0
55909,1,4.6,180000,2017,6,12,1,1,0,0,0
55910,18,5.0,205700,2017,6,12,1,1,0,0,0
55912,16,5.0,64400,2017,6,12,1,0,1,0,0
55913,4,6.0,127500,2017,6,12,1,0,1,0,0
55914,5,6.5,175000,2017,6,12,1,0,1,0,0
55915,1,5.0,40000,2017,6,12,1,0,0,1,0
55916,71,6.0,52000,2017,6,12,1,0,0,1,0
55921,1,3.2,145000,2017,6,12,1,0,0,0,1
55922,3,5.0,283300,2017,6,12,1,0,0,0,1
55928,26,3.5,129800,2017,6,13,1,1,0,0,0
55929,1,4.0,150000,2017,6,13,1,1,0,0,0
55930,37,4.5,143700,2017,6,13,1,1,0,0,0
55931,30,5.0,178000,2017,6,13,1,1,0,0,0
55932,1,4.2,27000,2017,6,13,1,0,1,0,0
55933,7,5.0,60000,2017,6,13,1,0,1,0,0
55934,1,6.5,175000,2017,6,13,1,0,1,0,0
55935,23,6.0,50000,2017,6,13,1,0,0,1,0
55940,12,5.0,199200,2017,6,13,1,0,0,0,1
55952,35,3.5,127600,2017,6,14,1,1,0,0,0
55953,1,4.0,150000,2017,6,14,1,1,0,0,0
55954,21,4.5,142900,2017,6,14,1,1,0,0,0
55955,9,5.0,198300,2017,6,14,1,1,0,0,0
55960,10,5.0,62000,2017,6,14,1,0,1,0,0
55961,2,6.0,135000,2017,6,14,1,0,1,0,0
55962,1,6.5,175000,2017,6,14,1,0,1,0,0
55963,25,6.0,50800,2017,6,14,1,0,0,1,0
55979,23,3.5,126900,2017,6,15,1,1,0,0,0
55980,6,4.0,154200,2017,6,15,1,1,0,0,0
55981,18,4.5,169200,2017,6,15,1,1,0,0,0
55982,19,5.0,208400,2017,6,15,1,1,0,0,0
55983,1,5.0,30000,2017,6,15,1,0,0,1,0
55984,42,6.0,46300,2017,6,15,1,0,0,1,0
56000,32,3.5,110900,2017,6,16,1,1,0,0,0
56001,7,4.0,152900,2017,6,16,1,1,0,0,0
56002,11,4.5,167700,2017,6,16,1,1,0,0,0
56003,21,5.0,205400,2017,6,16,1,1,0,0,0
56004,15,5.0,63000,2017,6,16,1,0,1,0,0
56023,34,3.5,116300,2017,6,17,1,1,0,0,0
56024,4,4.0,146300,2017,6,17,1,1,0,0,0
56033,21,3.0,54000,2017,6,19,1,1,0,0,0
56034,2,3.2,90000,2017,6,19,1,1,0,0,0
56035,73,3.5,104800,2017,6,19,1,1,0,0,0
56036,21,4.0,132400,2017,6,19,1,1,0,0,0
56037,63,4.5,143200,2017,6,19,1,1,0,0,0
56038,64,5.0,178300,2017,6,19,1,1,0,0,0
56043,27,5.0,48200,2017,6,19,1,0,1,0,0
56044,7,6.0,115000,2017,6,19,1,0,1,0,0
56063,4,3.2,65000,2017,6,20,1,1,0,0,0
56064,24,3.5,100400,2017,6,20,1,1,0,0,0
56077,44,3.5,102000,2017,6,21,1,1,0,0,0
56078,11,4.0,129100,2017,6,21,1,1,0,0,0
56079,32,4.5,135600,2017,6,21,1,1,0,0,0
56080,39,5.0,177000,2017,6,21,1,1,0,0,0
56081,16,8.0,15000,2017,6,21,1,1,0,0,0
56082,1,10.0,150000,2017,6,21,1,1,0,0,0
56089,45,3.5,102000,2017,6,22,1,1,0,0,0
56090,4,4.0,134500,2017,6,22,1,1,0,0,0
56091,35,4.5,127000,2017,6,22,1,1,0,0,0
56092,6,5.0,183300,2017,6,22,1,1,0,0,0
56094,22,5.0,53000,2017,6,22,1,0,1,0,0
56095,27,6.0,83000,2017,6,22,1,0,1,0,0
56096,10,6.5,130300,2017,6,22,1,0,1,0,0
56100,1,4.8,260000,2017,6,22,1,0,0,0,1
56101,1,5.0,280000,2017,6,22,1,0,0,0,1
56110,47,3.0,56000,2017,6,23,1,1,0,0,0
56111,71,3.5,82900,2017,6,23,1,1,0,0,0
56112,43,4.0,112900,2017,6,23,1,1,0,0,0
56113,3,4.3,125000,2017,6,23,1,1,0,0,0
56114,41,4.5,127600,2017,6,23,1,1,0,0,0
56115,53,5.0,165400,2017,6,23,1,1,0,0,0
56121,30,4.0,25000,2017,6,23,1,0,1,0,0
56122,11,5.0,50000,2017,6,23,1,0,1,0,0
56123,51,6.0,70400,2017,6,23,1,0,1,0,0
56124,5,6.5,130000,2017,6,23,1,0,1,0,0
56135,5,2.8,35000,2017,6,24,1,1,0,0,0
