amount,weight,avg_price,yyyy,mm,dd,origin_방어진,origin_속초,origin_제주도,origin_죽변,standard_20미,standard_2단,standard_대,standard_중
42146,33,20.0,112400,2017,8,1,1,0,0,0,0,0,1,0
42147,16,13.0,10000,2017,8,1,0,1,0,0,0,0,0,1
42151,15,13.0,10000,2017,8,2,0,1,0,0,0,0,0,1
42161,10,22.0,119000,2017,8,3,1,0,0,0,0,0,1,0
42162,38,10.0,8700,2017,8,3,0,1,0,0,0,0,0,1
42164,70,10.0,5000,2017,8,3,0,0,0,1,1,0,0,0
42166,8,10.0,8000,2017,8,3,0,0,0,1,0,0,1,0
42167,74,10.0,6000,2017,8,3,0,0,0,1,0,0,0,1
42170,40,22.0,121000,2017,8,4,1,0,0,0,0,0,1,0
42171,1,10.0,30000,2017,8,4,1,0,0,0,0,0,0,1
42172,14,10.0,10000,2017,8,4,0,1,0,0,0,0,0,1
42178,7,10.0,10000,2017,8,5,0,1,0,0,0,0,0,1
42187,12,22.0,110000,2017,8,7,1,0,0,0,0,1,0,0
42189,13,22.0,110000,2017,8,7,1,0,0,0,0,0,1,0
42190,12,22.0,93300,2017,8,7,1,0,0,0,0,0,0,1
42191,52,10.0,7300,2017,8,7,0,1,0,0,0,0,0,1
42192,10,10.0,50000,2017,8,7,0,0,0,1,1,0,0,0
42200,10,22.0,110000,2017,8,8,1,0,0,0,0,0,1,0
42203,8,10.0,10000,2017,8,8,0,1,0,0,0,0,0,1
42206,18,10.0,10000,2017,8,9,0,1,0,0,0,0,0,1
42208,11,10.0,10000,2017,8,10,0,1,0,0,0,0,0,1
42216,10,22.0,130000,2017,8,14,1,0,0,0,0,1,0,0
42217,8,22.0,130000,2017,8,14,1,0,0,0,0,0,1,0
42219,13,13.0,10000,2017,8,14,0,1,0,0,0,0,0,1
42222,5,22.0,130000,2017,8,15,1,0,0,0,0,0,1,0
42223,1,13.0,30000,2017,8,15,1,0,0,0,0,0,0,1
42224,5,22.0,130000,2017,8,15,1,0,0,0,0,0,0,1
42225,3,10.0,10000,2017,8,15,0,1,0,0,0,0,0,1
42231,13,22.0,113800,2017,8,16,1,0,0,0,0,0,1,0
42232,3,22.0,80000,2017,8,16,1,0,0,0,0,0,0,1
42233,11,10.0,10000,2017,8,16,0,1,0,0,0,0,0,1
42234,15,22.0,40000,2017,8,16,0,0,0,1,1,0,0,0
42241,1,22.0,30000,2017,8,17,1,0,0,0,1,0,0,0
42242,3,22.0,150000,2017,8,17,1,0,0,0,0,1,0,0
42243,1,13.0,50000,2017,8,17,1,0,0,0,0,0,1,0
42244,23,22.0,133500,2017,8,17,1,0,0,0,0,0,1,0
42245,1,13.0,10000,2017,8,17,1,0,0,0,0,0,0,1
42250,14,22.0,130000,2017,8,18,1,0,0,0,0,1,0,0
42251,5,20.0,130000,2017,8,18,1,0,0,0,0,0,1,0
42252,2,22.0,40000,2017,8,18,1,0,0,0,0,0,1,0
42253,1,13.0,40000,2017,8,18,1,0,0,0,0,0,0,1
42254,4,22.0,130000,2017,8,18,1,0,0,0,0,0,0,1
42261,15,22.0,130000,2017,8,19,1,0,0,0,0,0,1,0
42264,5,13.0,10000,2017,8,19,0,1,0,0,0,0,0,1
42266,2,15.0,100000,2017,8,19,0,0,1,0,0,0,1,0
42267,2,10.0,6000,2017,8,19,0,0,0,1,0,0,0,1
42272,7,20.0,130000,2017,8,21,1,0,0,0,0,1,0,0
42274,3,20.0,130000,2017,8,21,1,0,0,0,0,0,1,0
42291,21,20.0,120000,2017,8,22,1,0,0,0,0,1,0,0
42292,5,23.0,120000,2017,8,22,1,0,0,0,0,1,0,0
42293,11,20.0,90900,2017,8,22,1,0,0,0,0,0,1,0
42294,1,10.0,10000,2017,8,22,1,0,0,0,0,0,0,1
42295,6,15.0,108300,2017,8,22,1,0,0,0,0,0,0,1
42296,11,20.0,112700,2017,8,22,1,0,0,0,0,0,0,1
42298,8,10.0,6000,2017,8,22,0,1,0,0,0,0,0,1
42299,16,13.0,10000,2017,8,22,0,1,0,0,0,0,0,1
42305,10,20.0,110000,2017,8,23,1,0,0,0,0,1,0,0
42307,7,20.0,130000,2017,8,23,1,0,0,0,0,0,1,0
42308,1,13.0,20000,2017,8,23,1,0,0,0,0,0,0,1
42310,54,10.0,5400,2017,8,23,0,1,0,0,0,0,0,1
42317,3,13.0,120000,2017,8,24,1,0,0,0,0,1,0,0
42318,1,15.0,20000,2017,8,24,1,0,0,0,0,0,0,1
42320,20,10.0,2000,2017,8,24,0,1,0,0,1,0,0,0
42321,17,10.0,10000,2017,8,24,0,1,0,0,0,0,0,1
42327,5,20.0,120000,2017,8,25,1,0,0,0,0,1,0,0
42328,8,20.0,120000,2017,8,25,1,0,0,0,0,0,1,0
42330,12,10.0,8000,2017,8,25,0,1,0,0,0,0,0,1
42333,12,10.0,50000,2017,8,25,0,0,0,1,1,0,0,0
42337,8,10.0,5000,2017,8,26,0,1,0,0,0,0,0,1
42343,96,10.0,6900,2017,8,28,0,1,0,0,0,0,0,1
42350,28,10.0,7100,2017,8,29,0,1,0,0,0,0,0,1
42356,5,10.0,10000,2017,8,30,0,1,0,0,0,0,0,1
42358,14,10.0,50000,2017,8,30,0,0,0,1,1,0,0,0
42367,8,20.0,105000,2017,8,31,1,0,0,0,0,0,1,0
42368,31,13.0,5200,2017,8,31,0,1,0,0,0,0,0,1
42375,10,20.0,130000,2017,9,1,1,0,0,0,0,0,1,0
42376,10,13.0,10000,2017,9,1,0,1,0,0,0,0,0,1
42382,1,20.0,50000,2017,9,2,1,0,0,0,0,1,0,0
42383,3,13.0,150000,2017,9,2,1,0,0,0,0,0,1,0
42384,22,20.0,130000,2017,9,2,1,0,0,0,0,0,1,0
42387,35,1.0,2200,2017,9,2,0,0,1,0,0,0,1,0
42388,11,15.0,124500,2017,9,2,0,0,1,0,0,0,1,0
42400,16,10.0,10000,2017,9,4,0,1,0,0,0,0,0,1
42403,1,10.0,130000,2017,9,4,0,0,1,0,0,0,0,1
42404,5,15.0,50000,2017,9,4,0,0,0,1,1,0,0,0
42409,2,13.0,170000,2017,9,5,1,0,0,0,0,1,0,0
42411,5,15.0,100000,2017,9,5,1,0,0,0,0,0,0,1
42413,8,15.0,10000,2017,9,5,0,1,0,0,0,0,0,1
42422,11,10.0,10000,2017,9,6,0,1,0,0,0,0,0,1
42437,3,15.0,170000,2017,9,7,1,0,0,0,0,1,0,0
42439,4,15.0,140000,2017,9,7,1,0,0,0,0,0,1,0
42442,11,10.0,10000,2017,9,7,0,1,0,0,0,0,0,1
42444,4,15.0,100000,2017,9,7,0,0,1,0,0,0,1,0
42445,3,18.0,100000,2017,9,7,0,0,1,0,0,0,0,1
42446,27,15.0,40000,2017,9,7,0,0,0,1,1,0,0,0
42457,14,15.0,140000,2017,9,8,1,0,0,0,0,0,1,0
42459,7,10.0,10000,2017,9,8,0,1,0,0,0,0,0,1
42471,6,10.0,10000,2017,9,9,0,1,0,0,0,0,0,1
42479,10,15.0,120000,2017,9,11,1,0,0,0,0,1,0,0
42480,1,18.0,130000,2017,9,11,1,0,0,0,0,0,1,0
42481,2,18.0,130000,2017,9,11,1,0,0,0,0,0,0,1
42485,10,10.0,10000,2017,9,11,0,1,0,0,0,0,0,1
42489,7,10.0,10000,2017,9,11,0,0,0,1,0,0,1,0
42499,5,20.0,150000,2017,9,12,1,0,0,0,0,1,0,0
42500,3,20.0,140000,2017,9,12,1,0,0,0,0,0,1,0
42501,1,20.0,140000,2017,9,12,1,0,0,0,0,0,0,1
42504,18,10.0,10000,2017,9,12,0,1,0,0,0,0,0,1
42522,2,18.0,130000,2017,9,13,1,0,0,0,0,1,0,0
42523,3,18.0,70000,2017,9,13,1,0,0,0,0,0,1,0
42525,10,13.0,10000,2017,9,13,0,1,0,0,0,0,0,1
42530,12,13.0,10000,2017,9,14,0,1,0,0,0,0,0,1
42541,18,13.0,10000,2017,9,15,0,1,0,0,0,0,0,1
42542,3,13.0,131300,2017,9,15,0,0,1,0,0,0,0,1
42543,30,13.0,60000,2017,9,15,0,0,0,1,1,0,0,0
42551,9,13.0,6000,2017,9,16,0,1,0,0,1,0,0,0
42552,6,13.0,9300,2017,9,16,0,1,0,0,0,0,0,1
42566,10,13.0,5000,2017,9,18,0,1,0,0,0,0,0,1
42585,22,13.0,10000,2017,9,20,0,1,0,0,0,0,0,1
42597,16,13.0,10000,2017,9,21,0,1,0,0,0,0,0,1
42614,12,13.0,10000,2017,9,22,0,1,0,0,0,0,0,1
42624,9,13.0,10000,2017,9,23,0,1,0,0,0,0,0,1
42652,2,13.0,140000,2017,9,26,1,0,0,0,0,1,0,0
42653,11,13.0,142700,2017,9,26,1,0,0,0,0,0,1,0
42656,19,13.0,10000,2017,9,26,0,1,0,0,0,0,0,1
42663,4,13.0,150000,2017,9,27,1,0,0,0,0,0,0,1
42665,7,13.0,10000,2017,9,27,0,1,0,0,0,0,0,1
42686,9,13.0,10000,2017,9,28,0,1,0,0,0,0,0,1
42704,5,15.0,130000,2017,9,29,1,0,0,0,0,1,0,0
42705,5,13.0,150000,2017,9,29,1,0,0,0,0,0,1,0
42706,3,13.0,150000,2017,9,29,1,0,0,0,0,0,0,1
42724,4,13.0,10000,2017,9,30,0,1,0,0,0,0,0,1
42736,6,13.0,10000,2017,10,2,0,1,0,0,0,0,0,1
42742,7,13.0,150000,2017,10,3,1,0,0,0,0,0,1,0
42744,4,13.0,10000,2017,10,9,0,1,0,0,0,0,0,1
42749,20,13.0,10000,2017,10,10,0,1,0,0,0,0,0,1
42753,30,13.0,8300,2017,10,11,0,1,0,0,0,0,0,1
42756,25,1.0,9400,2017,10,11,0,0,1,0,0,0,1,0
42763,3,13.0,140000,2017,10,12,1,0,0,0,0,1,0,0
42764,4,13.0,150000,2017,10,12,1,0,0,0,0,0,1,0
42765,8,15.0,140000,2017,10,12,1,0,0,0,0,0,1,0
42766,3,13.0,50000,2017,10,12,1,0,0,0,0,0,0,1
42781,4,13.0,150000,2017,10,13,1,0,0,0,0,0,0,1
42782,3,15.0,120000,2017,10,13,1,0,0,0,0,0,0,1
42787,5,13.0,130000,2017,10,14,1,0,0,0,0,1,0,0
42789,1,13.0,20000,2017,10,14,1,0,0,0,0,0,0,1
42791,7,13.0,10000,2017,10,14,0,1,0,0,0,0,0,1
42802,3,13.0,140000,2017,10,16,1,0,0,0,0,1,0,0
42803,15,20.0,140000,2017,10,16,1,0,0,0,0,1,0,0
42805,3,13.0,140000,2017,10,16,1,0,0,0,0,0,1,0
42806,4,20.0,140000,2017,10,16,1,0,0,0,0,0,1,0
42807,3,20.0,140000,2017,10,16,1,0,0,0,0,0,0,1
42809,14,13.0,10000,2017,10,16,0,1,0,0,0,0,0,1
42813,10,13.0,5000,2017,10,16,0,0,0,1,1,0,0,0
42822,1,13.0,50000,2017,10,17,1,0,0,0,0,0,0,1
42824,10,13.0,10000,2017,10,17,0,1,0,0,0,0,0,1
42831,9,13.0,10000,2017,10,18,0,1,0,0,0,0,0,1
42836,19,13.0,10000,2017,10,19,0,1,0,0,0,0,0,1
42846,6,13.0,10000,2017,10,21,0,1,0,0,0,0,0,1
42854,5,13.0,130000,2017,10,23,1,0,0,0,0,0,1,0
42857,17,13.0,10000,2017,10,23,0,1,0,0,0,0,0,1
42874,22,13.0,10000,2017,10,26,0,1,0,0,0,0,0,1
42884,45,13.0,7600,2017,10,27,0,1,0,0,0,0,0,1
42892,4,15.0,150000,2017,10,28,1,0,0,0,0,1,0,0
42893,3,13.0,150000,2017,10,28,1,0,0,0,0,0,0,1
42898,9,15.0,144400,2017,10,30,1,0,0,0,0,1,0,0
42899,5,13.0,156000,2017,10,30,1,0,0,0,0,0,1,0
42902,24,13.0,10000,2017,10,30,0,1,0,0,0,0,0,1
42907,5,15.0,150000,2017,10,31,1,0,0,0,0,1,0,0
42921,42,13.0,9400,2017,11,1,0,1,0,0,0,0,0,1
42931,4,13.0,120000,2017,11,2,1,0,0,0,0,0,0,1
42932,7,15.0,130000,2017,11,2,1,0,0,0,0,0,0,1
42934,16,13.0,10000,2017,11,2,0,1,0,0,0,0,0,1
42950,2,13.0,150000,2017,11,3,1,0,0,0,0,1,0,0
42951,2,15.0,120000,2017,11,3,1,0,0,0,0,1,0,0
42955,22,13.0,8900,2017,11,3,0,1,0,0,0,0,0,1
42965,3,13.0,130000,2017,11,4,1,0,0,0,0,1,0,0
42966,8,13.0,120000,2017,11,4,1,0,0,0,0,0,1,0
42967,12,15.0,93000,2017,11,4,1,0,0,0,0,0,1,0
42968,6,15.0,60000,2017,11,4,1,0,0,0,0,0,0,1
42971,10,13.0,10000,2017,11,4,0,1,0,0,0,0,0,1
42978,4,15.0,130000,2017,11,6,1,0,0,0,0,0,0,1
42980,25,15.0,10000,2017,11,6,0,1,0,0,0,0,0,1
42981,57,1.0,6000,2017,11,6,0,0,1,0,0,0,1,0
42982,3,25.0,116700,2017,11,6,0,0,1,0,0,0,1,0
42989,28,13.0,10000,2017,11,7,0,1,0,0,0,0,0,1
42992,23,13.0,8300,2017,11,8,0,1,0,0,0,0,0,1
43003,24,13.0,8800,2017,11,9,0,1,0,0,0,0,0,1
43015,9,15.0,150000,2017,11,10,1,0,0,0,0,0,1,0
43023,24,13.0,10000,2017,11,10,0,1,0,0,0,0,0,1
43033,22,13.0,10000,2017,11,11,0,1,0,0,0,0,0,1
43040,35,13.0,10000,2017,11,13,0,1,0,0,0,0,0,1
43044,5,15.0,130000,2017,11,14,1,0,0,0,0,0,0,1
43048,34,13.0,10000,2017,11,14,0,1,0,0,0,0,0,1
43054,31,13.0,10000,2017,11,15,0,1,0,0,0,0,0,1
43066,4,15.0,130000,2017,11,16,1,0,0,0,0,0,1,0
43067,1,13.0,100000,2017,11,16,1,0,0,0,0,0,0,1
43071,50,13.0,9600,2017,11,16,0,1,0,0,0,0,0,1
43086,23,13.0,10000,2017,11,17,0,1,0,0,0,0,0,1
43101,5,15.0,130000,2017,11,18,1,0,0,0,0,1,0,0
43102,3,15.0,130000,2017,11,18,1,0,0,0,0,0,1,0
43112,10,13.0,10000,2017,11,18,0,1,0,0,0,0,0,1
43123,40,13.0,10000,2017,11,21,0,1,0,0,0,0,0,1
43132,45,13.0,9000,2017,11,22,0,1,0,0,0,0,0,1
43138,30,13.0,10000,2017,11,23,0,1,0,0,0,0,0,1
43150,1,15.0,150000,2017,11,24,1,0,0,0,0,0,1,0
43151,6,15.0,150000,2017,11,24,1,0,0,0,0,0,0,1
43152,19,13.0,10000,2017,11,24,0,1,0,0,0,0,0,1
43163,2,15.0,150000,2017,11,25,1,0,0,0,0,1,0,0
43164,35,13.0,10000,2017,11,25,0,1,0,0,0,0,0,1
43170,9,15.0,150000,2017,11,27,1,0,0,0,0,0,0,1
43176,78,10.0,7900,2017,11,27,0,1,0,0,0,0,0,1
43180,3,15.0,150000,2017,11,28,1,0,0,0,0,0,0,1
43183,43,13.0,8800,2017,11,28,0,1,0,0,0,0,0,1
43187,2,13.0,10000,2017,11,28,0,0,0,1,0,0,0,1
43194,2,13.0,130000,2017,11,29,1,0,0,0,0,0,0,1
43197,46,13.0,9200,2017,11,29,0,1,0,0,0,0,0,1
43204,29,13.0,7900,2017,11,30,0,1,0,0,0,0,0,1
43218,3,15.0,150000,2017,12,1,1,0,0,0,0,0,0,1
43221,30,13.0,9300,2017,12,1,0,1,0,0,0,0,0,1
43235,2,13.0,10000,2017,12,2,0,1,0,0,0,0,0,1
43238,1,15.0,52000,2017,12,2,0,0,1,0,0,0,0,1
43251,77,13.0,8600,2017,12,4,0,1,0,0,0,0,0,1
43264,13,15.0,150000,2017,12,5,1,0,0,0,0,1,0,0
43265,15,13.0,134000,2017,12,5,1,0,0,0,0,0,0,1
43266,4,15.0,140000,2017,12,5,1,0,0,0,0,0,0,1
43269,36,13.0,10000,2017,12,5,0,1,0,0,0,0,0,1
43273,185,1.0,12100,2017,12,5,0,0,1,0,0,0,0,1
43274,20,18.0,137000,2017,12,5,0,0,1,0,0,0,0,1
43287,6,15.0,120000,2017,12,6,1,0,0,0,0,0,1,0
43288,3,13.0,130000,2017,12,6,1,0,0,0,0,0,0,1
43289,18,15.0,124400,2017,12,6,1,0,0,0,0,0,0,1
43291,32,13.0,10000,2017,12,6,0,1,0,0,0,0,0,1
43294,14,15.0,120700,2017,12,6,0,0,1,0,0,0,1,0
43295,20,15.0,159000,2017,12,6,0,0,1,0,0,0,0,1
43296,6,35.0,120500,2017,12,6,0,0,1,0,0,0,0,1
43302,5,15.0,98000,2017,12,7,1,0,0,0,0,0,1,0
43303,3,13.0,150000,2017,12,7,1,0,0,0,0,0,0,1
43304,3,15.0,156700,2017,12,7,1,0,0,0,0,0,0,1
43305,8,13.0,70000,2017,12,7,0,1,0,0,1,0,0,0
43306,28,13.0,10000,2017,12,7,0,1,0,0,0,0,0,1
43307,5,15.0,108000,2017,12,7,0,0,1,0,0,0,0,1
43312,8,15.0,130000,2017,12,8,1,0,0,0,0,1,0,0
43313,5,15.0,150000,2017,12,8,1,0,0,0,0,0,1,0
43314,7,18.0,45700,2017,12,8,1,0,0,0,0,0,1,0
43315,5,15.0,132000,2017,12,8,1,0,0,0,0,0,0,1
43316,11,13.0,10000,2017,12,8,0,1,0,0,0,0,0,1
43319,17,15.0,107600,2017,12,8,0,0,1,0,0,0,1,0
43320,32,15.0,110600,2017,12,8,0,0,1,0,0,0,0,1
43327,18,15.0,133300,2017,12,9,1,0,0,0,0,0,1,0
43331,20,15.0,109200,2017,12,9,0,0,1,0,0,0,1,0
43340,10,15.0,120000,2017,12,11,1,0,0,0,0,1,0,0
43341,4,15.0,106300,2017,12,11,1,0,0,0,0,0,0,1
43346,44,13.0,8500,2017,12,11,0,1,0,0,0,0,0,1
43350,12,15.0,123300,2017,12,12,1,0,0,0,0,0,1,0
43352,5,15.0,120000,2017,12,12,0,0,1,0,0,0,1,0
43353,24,15.0,124000,2017,12,12,0,0,1,0,0,0,0,1
43358,18,15.0,115600,2017,12,13,1,0,0,0,0,0,1,0
43359,2,13.0,150000,2017,12,13,1,0,0,0,0,0,0,1
43368,32,13.0,8900,2017,12,14,0,1,0,0,0,0,0,1
43374,10,15.0,120000,2017,12,15,1,0,0,0,0,0,1,0
43376,21,13.0,10000,2017,12,15,0,1,0,0,0,0,0,1
43387,10,15.0,121000,2017,12,16,1,0,0,0,0,0,0,1
43393,11,13.0,10000,2017,12,16,0,1,0,0,0,0,0,1
43398,22,15.0,114300,2017,12,18,1,0,0,0,0,0,1,0
43399,11,13.0,97300,2017,12,18,1,0,0,0,0,0,0,1
43401,23,13.0,10000,2017,12,18,0,1,0,0,0,0,0,1
43422,5,15.0,120000,2017,12,19,1,0,0,0,0,1,0,0
43423,20,15.0,120000,2017,12,19,1,0,0,0,0,0,1,0
43424,12,13.0,60000,2017,12,19,1,0,0,0,0,0,0,1
43427,48,13.0,8100,2017,12,19,0,1,0,0,0,0,0,1
43439,45,13.0,76400,2017,12,20,1,0,0,0,0,0,1,0
43440,21,15.0,91900,2017,12,20,1,0,0,0,0,0,1,0
43441,6,13.0,60000,2017,12,20,1,0,0,0,0,0,0,1
43444,11,13.0,10000,2017,12,20,0,1,0,0,0,0,0,1
43445,64,1.0,10000,2017,12,20,0,0,1,0,0,0,0,1
43450,22,15.0,70000,2017,12,21,1,0,0,0,0,0,1,0
43451,1,13.0,60000,2017,12,21,1,0,0,0,0,0,0,1
43452,3,15.0,100000,2017,12,21,1,0,0,0,0,0,0,1
43455,2,13.0,10000,2017,12,21,0,1,0,0,0,0,0,1
43459,30,15.0,80000,2017,12,22,1,0,0,0,0,1,0,0
43460,11,15.0,85500,2017,12,22,1,0,0,0,0,0,0,1
43462,33,13.0,8200,2017,12,22,0,1,0,0,0,0,0,1
43466,73,1.0,10900,2017,12,22,0,0,1,0,0,0,1,0
43467,40,15.0,108900,2017,12,22,0,0,1,0,0,0,1,0
43468,15,15.0,111300,2017,12,22,0,0,1,0,0,0,0,1
43473,20,15.0,90000,2017,12,23,1,0,0,0,0,1,0,0
43474,10,13.0,100000,2017,12,23,1,0,0,0,0,0,1,0
43476,19,15.0,7000,2017,12,23,0,1,0,0,0,0,1,0
43477,1,13.0,156000,2017,12,23,0,0,1,0,0,0,0,1
43488,20,15.0,100000,2017,12,25,1,0,0,0,0,1,0,0
43489,3,15.0,80000,2017,12,25,1,0,0,0,0,0,1,0
43490,11,15.0,100000,2017,12,25,1,0,0,0,0,0,0,1
43491,31,13.0,8000,2017,12,25,0,1,0,0,1,0,0,0
43492,25,13.0,8100,2017,12,25,0,1,0,0,0,0,0,1
43494,4,1.0,4000,2017,12,25,0,0,1,0,0,0,1,0
43495,23,20.0,110200,2017,12,25,0,0,1,0,0,0,1,0
43496,36,25.0,90300,2017,12,25,0,0,1,0,0,0,1,0
43507,11,13.0,100000,2017,12,26,1,0,0,0,0,0,1,0
43508,5,15.0,90000,2017,12,26,1,0,0,0,0,0,1,0
43513,15,13.0,10000,2017,12,26,0,1,0,0,0,0,0,1
43524,10,13.0,100000,2017,12,27,1,0,0,0,0,1,0,0
43525,21,15.0,103800,2017,12,27,1,0,0,0,0,0,0,1
43527,63,13.0,7000,2017,12,27,0,1,0,0,0,0,0,1
43530,12,13.0,80000,2017,12,28,1,0,0,0,0,1,0,0
43532,23,15.0,90000,2017,12,28,1,0,0,0,0,0,1,0
43533,1,13.0,70000,2017,12,28,1,0,0,0,0,0,0,1
43535,5,13.0,10000,2017,12,28,0,1,0,0,0,0,0,1
43542,5,15.0,100000,2017,12,29,1,0,0,0,0,0,1,0
43545,84,13.0,7600,2017,12,29,0,1,0,0,0,0,0,1
43546,110,1.0,10000,2017,12,29,0,0,1,0,0,0,1,0
43547,20,15.0,89000,2017,12,29,0,0,1,0,0,0,1,0
43550,21,15.0,100000,2017,12,30,1,0,0,0,0,0,1,0
43551,3,15.0,80000,2017,12,30,1,0,0,0,0,0,0,1
43552,56,13.0,7700,2017,12,30,0,1,0,0,0,0,0,1
43563,6,15.0,80000,2018,1,2,1,0,0,0,0,1,0,0
43565,27,15.0,100000,2018,1,2,1,0,0,0,0,0,1,0
43566,6,15.0,80000,2018,1,2,1,0,0,0,0,0,0,1
43569,4,13.0,10000,2018,1,2,0,1,0,0,0,0,0,1
43582,25,15.0,100000,2018,1,3,1,0,0,0,0,1,0,0
43583,10,1.0,115000,2018,1,3,1,0,0,0,0,0,1,0
43584,28,15.0,94300,2018,1,3,1,0,0,0,0,0,0,1
43587,136,13.0,6600,2018,1,3,0,1,0,0,0,0,0,1
43588,16,15.0,96700,2018,1,3,0,0,1,0,0,0,1,0
43589,180,1.0,9800,2018,1,3,0,0,1,0,0,0,0,1
43590,16,15.0,100000,2018,1,3,0,0,1,0,0,0,0,1
43599,27,15.0,100000,2018,1,4,1,0,0,0,0,0,1,0
43600,5,1.0,118000,2018,1,4,1,0,0,0,0,0,0,1
43601,32,13.0,95600,2018,1,4,1,0,0,0,0,0,0,1
43602,93,13.0,6700,2018,1,4,0,1,0,0,0,0,0,1
43603,10,15.0,100000,2018,1,4,0,0,1,0,0,0,1,0
43618,32,13.0,10000,2018,1,5,0,1,0,0,0,0,0,1
43619,12,15.0,104200,2018,1,5,0,0,1,0,0,0,0,1
43623,31,15.0,104800,2018,1,6,1,0,0,0,0,1,0,0
43624,16,13.0,100000,2018,1,6,1,0,0,0,0,0,0,1
43625,13,15.0,106200,2018,1,6,1,0,0,0,0,0,0,1
43627,20,13.0,6000,2018,1,6,0,1,0,0,1,0,0,0
43629,33,13.0,7000,2018,1,6,0,1,0,0,0,0,0,1
43630,41,1.0,8400,2018,1,6,0,0,1,0,0,0,0,1
43633,20,15.0,110000,2018,1,8,1,0,0,0,0,1,0,0
43635,81,13.0,7000,2018,1,8,0,1,0,0,0,0,0,1
43637,9,15.0,94400,2018,1,8,0,0,1,0,0,0,1,0
43638,17,15.0,93800,2018,1,8,0,0,1,0,0,0,0,1
43647,14,13.0,8100,2018,1,9,0,1,0,0,0,0,0,1
43648,2,1.0,11000,2018,1,9,0,0,1,0,0,0,1,0
43649,34,15.0,107600,2018,1,9,0,0,1,0,0,0,1,0
43650,8,15.0,103600,2018,1,9,0,0,1,0,0,0,0,1
43656,12,15.0,160000,2018,1,10,1,0,0,0,0,1,0,0
43658,10,1.0,180000,2018,1,10,1,0,0,0,0,0,1,0
43659,5,15.0,130000,2018,1,10,1,0,0,0,0,0,1,0
43660,11,15.0,130000,2018,1,10,1,0,0,0,0,0,0,1
43662,200,1.0,10000,2018,1,10,0,0,1,0,0,0,1,0
43663,23,15.0,95800,2018,1,10,0,0,1,0,0,0,1,0
43664,28,15.0,107300,2018,1,10,0,0,1,0,0,0,0,1
43670,10,1.0,171000,2018,1,11,1,0,0,0,0,1,0,0
43671,8,13.0,127500,2018,1,11,1,0,0,0,0,1,0,0
43672,14,15.0,137100,2018,1,11,1,0,0,0,0,1,0,0
43675,6,15.0,140000,2018,1,11,1,0,0,0,0,0,0,1
43676,10,13.0,10000,2018,1,11,0,1,0,0,0,0,0,1
43680,5,13.0,10000,2018,1,12,0,1,0,0,0,0,0,1
43681,14,15.0,126100,2018,1,12,0,0,1,0,0,0,1,0
43684,3,13.0,10000,2018,1,13,0,1,0,0,0,0,0,1
43685,2,15.0,138000,2018,1,13,0,0,1,0,0,0,0,1
43687,15,1.0,151300,2018,1,15,1,0,0,0,0,1,0,0
43688,45,15.0,116000,2018,1,15,1,0,0,0,0,1,0,0
43691,2,13.0,120000,2018,1,15,1,0,0,0,0,0,1,0
43692,41,15.0,114600,2018,1,15,1,0,0,0,0,0,1,0
43694,55,13.0,7500,2018,1,15,0,1,0,0,0,0,0,1
43701,10,1.0,160000,2018,1,16,1,0,0,0,0,1,0,0
43702,53,15.0,116600,2018,1,16,1,0,0,0,0,1,0,0
43704,10,15.0,120000,2018,1,16,1,0,0,0,0,0,1,0
43705,28,15.0,54300,2018,1,16,1,0,0,0,0,0,0,1
43707,15,15.0,7000,2018,1,16,0,1,0,0,1,0,0,0
43708,11,13.0,10000,2018,1,16,0,1,0,0,0,0,0,1
43709,2,15.0,82500,2018,1,16,0,0,1,0,0,0,0,1
43718,10,15.0,151000,2018,1,17,1,0,0,0,0,1,0,0
43721,96,13.0,7100,2018,1,17,0,1,0,0,0,0,0,1
43722,27,15.0,114500,2018,1,17,0,0,1,0,0,0,0,1
43728,80,13.0,20000,2018,1,18,1,0,0,0,1,0,0,0
43729,1,13.0,100000,2018,1,18,1,0,0,0,0,1,0,0
43730,24,15.0,125000,2018,1,18,1,0,0,0,0,1,0,0
43734,19,13.0,7000,2018,1,18,0,1,0,0,1,0,0,0
43735,102,13.0,7500,2018,1,18,0,1,0,0,0,0,0,1
43748,41,15.0,120000,2018,1,19,1,0,0,0,0,1,0,0
43750,12,15.0,120000,2018,1,19,1,0,0,0,0,0,1,0
43751,7,13.0,120000,2018,1,19,1,0,0,0,0,0,0,1
43756,61,13.0,7000,2018,1,19,0,1,0,0,0,0,0,1
43757,18,15.0,97800,2018,1,19,0,0,1,0,0,0,1,0
43758,17,15.0,80000,2018,1,19,0,0,1,0,0,0,0,1
43759,3,30.0,100000,2018,1,19,0,0,1,0,0,0,0,1
43769,17,13.0,120000,2018,1,20,1,0,0,0,0,1,0,0
43770,10,15.0,120000,2018,1,20,1,0,0,0,0,1,0,0
43772,12,13.0,120000,2018,1,20,1,0,0,0,0,0,1,0
43773,24,15.0,123800,2018,1,20,1,0,0,0,0,0,0,1
43775,17,13.0,6000,2018,1,20,0,1,0,0,0,0,0,1
43782,34,15.0,118500,2018,1,22,1,0,0,0,0,1,0,0
43783,5,15.0,100000,2018,1,22,1,0,0,0,0,0,0,1
43784,106,13.0,6800,2018,1,22,0,1,0,0,0,0,0,1
