date,species,origin,standard,unit,amount,weight,avg_price
2017-02-24,(선)가자미,방어진,대,S/P,6,16.0,130000
2017-02-24,(선)가자미,방어진,중,S/P,6,16.0,130000
2017-02-24,(선)가자미,보령,중,c/s(상자),22,15.0,50000
2017-02-24,(선)가자미,부산(기장),중,S/P,2,15.0,100000
2017-02-24,(선)가자미,속초,중,S/P,14,10.0,10000
2017-02-24,(선)가자미,제주도,대,S/P,213,1.0,7900
2017-02-24,(선)가자미,제주도,대,S/P,45,15.0,70600
2017-02-24,(선)가자미,제주도,중,S/P,50,16.0,86000
2017-02-24,(선)가자미,죽변,15미,S/P,89,10.0,7000
2017-02-24,(선)가자미,통영,중,S/P,27,1.0,3600
2017-02-24,(선)가자미,포항,중,S/P,11,11.0,25000
2017-02-25,(선)가자미,삼천포,중,S/P,4,1.0,5500
2017-02-25,(선)가자미,삼천포,중,S/P,1,5.0,50000
2017-02-25,(선)가자미,삼천포,중,S/P,4,10.0,100000
2017-02-25,(선)가자미,삼천포,중,S/P,11,15.0,79100
2017-02-25,(선)가자미,속초,중,S/P,32,10.0,10000
2017-02-25,(선)가자미,태안,중,kg,67,1.0,6300
2017-02-25,(선)가자미,통영,대,S/P,1,25.0,280000
2017-02-27,(선)가자미,방어진,10미,S/P,36,10.0,10000
2017-02-27,(선)가자미,방어진,1단,S/P,5,16.0,130000
2017-02-27,(선)가자미,방어진,20미,S/P,2,10.0,10000
2017-02-27,(선)가자미,방어진,2단,S/P,8,10.0,150000
2017-02-27,(선)가자미,방어진,3단,S/P,1,10.0,150000
2017-02-27,(선)가자미,방어진,5미,S/P,5,10.0,15000
2017-02-27,(선)가자미,방어진,중,S/P,5,16.0,120000
2017-02-27,(선)가자미,삼천포,중,S/P,5,10.0,110000
2017-02-27,(선)가자미,속초,중,S/P,60,10.0,8700
2017-02-28,(선)가자미,감포,대,S/P,14,20.0,130000
2017-02-28,(선)가자미,방어진,10미,S/P,5,10.0,10000
2017-02-28,(선)가자미,방어진,1단,S/P,2,16.0,120000
2017-02-28,(선)가자미,방어진,2단,S/P,14,10.0,135000
2017-02-28,(선)가자미,방어진,4단,S/P,4,16.0,100000
2017-02-28,(선)가자미,방어진,대,S/P,7,16.0,130000
2017-02-28,(선)가자미,방어진,중,S/P,1,15.0,80000
2017-02-28,(선)가자미,보령,3단,c/s(상자),7,15.0,51900
2017-02-28,(선)가자미,보령,중,c/s(상자),3,15.0,100000
2017-02-28,(선)가자미,속초,14미,S/P,19,10.0,5000
2017-02-28,(선)가자미,속초,20미,S/P,26,10.0,8000
2017-02-28,(선)가자미,속초,9미,S/P,5,10.0,5000
2017-02-28,(선)가자미,속초,중,S/P,10,10.0,10000
2017-02-28,(선)가자미,제주도,대,S/P,105,15.0,67200
2017-02-28,(선)가자미,축산,중,S/P,80,10.0,7000
2017-02-28,(선)가자미,통영,9미,S/P,6,10.0,30000
2017-02-28,(선)가자미,통영,대,S/P,2,15.0,170000
2017-03-01,(선)가자미,군산,중,kg,230,1.0,9600
2017-03-01,(선)가자미,목포,중,S/P,1,10.0,50000
2017-03-01,(선)가자미,방어진,10미,S/P,6,10.0,10000
2017-03-01,(선)가자미,방어진,1단,S/P,10,16.0,130000
2017-03-01,(선)가자미,방어진,2단,S/P,18,22.0,140000
2017-03-01,(선)가자미,방어진,대,S/P,7,16.0,130000
2017-03-01,(선)가자미,방어진,중,S/P,6,20.0,130000
2017-03-01,(선)가자미,속초,20미,S/P,13,10.0,8000
2017-03-01,(선)가자미,속초,중,S/P,4,1.0,3500
2017-03-01,(선)가자미,속초,중,S/P,43,10.0,8400
2017-03-01,(선)가자미,제주도,대,S/P,250,1.0,6200
2017-03-01,(선)가자미,제주도,대,S/P,57,15.0,69400
2017-03-01,(선)가자미,통영,대,S/P,1,25.0,220000
2017-03-02,(선)가자미,목포,중,S/P,1,3.5,15000
2017-03-02,(선)가자미,방어진,진통,S/P,4,16.0,130000
2017-03-02,(선)가자미,부산(기장),중,S/P,2,25.0,100000
2017-03-02,(선)가자미,속초,20미,S/P,30,10.0,6500
2017-03-02,(선)가자미,속초,중,S/P,34,10.0,7100
2017-03-02,(선)가자미,제주도,대,S/P,47,1.0,6500
2017-03-02,(선)가자미,제주도,대,S/P,85,15.0,66000
2017-03-02,(선)가자미,제주도,대,S/P,8,30.0,148900
2017-03-02,(선)가자미,제주도,중,S/P,10,1.0,6000
2017-03-02,(선)가자미,제주도,중,S/P,2,10.0,40000
2017-03-02,(선)가자미,제주도,중,S/P,26,16.0,73000
2017-03-02,(선)가자미,포항,10미,S/P,7,10.0,10000
2017-03-02,(선)가자미,포항,6미,S/P,3,10.0,15000
2017-03-02,(선)가자미,포항,진통,S/P,5,16.0,30000
2017-03-03,(선)가자미,목포,중,S/P,1,12.0,60000
2017-03-03,(선)가자미,보령,중,c/s(상자),2,15.0,70000
2017-03-03,(선)가자미,부산(기장),중,S/P,5,10.0,140000
2017-03-03,(선)가자미,삼천포,대,S/P,19,15.0,70000
2017-03-03,(선)가자미,삼천포,중,S/P,2,10.0,160000
2017-03-03,(선)가자미,속초,20미,S/P,45,10.0,5000
2017-03-03,(선)가자미,속초,중,S/P,10,10.0,10000
2017-03-03,(선)가자미,제주도,대,S/P,284,1.0,6000
2017-03-03,(선)가자미,제주도,대,S/P,90,15.0,67000
2017-03-03,(선)가자미,제주도,중,S/P,7,10.0,40000
2017-03-03,(선)가자미,죽변,3미,S/P,40,10.0,10000
2017-03-03,(선)가자미,통영,중,S/P,10,10.0,25000
2017-03-03,(선)가자미,포항,10미,S/P,3,10.0,20000
2017-03-03,(선)가자미,포항,6미,S/P,10,10.0,25000
2017-03-04,(선)가자미,군산,중,kg,52,1.0,12200
2017-03-04,(선)가자미,목포,중,S/P,1,10.0,55000
2017-03-04,(선)가자미,방어진,2단,S/P,14,16.0,130000
2017-03-04,(선)가자미,방어진,3단,S/P,20,16.0,130000
2017-03-04,(선)가자미,방어진,대,S/P,5,10.0,130000
2017-03-04,(선)가자미,방어진,대,S/P,11,16.0,130000
2017-03-04,(선)가자미,방어진,진통,S/P,9,16.0,130000
2017-03-04,(선)가자미,부산(기장),중,S/P,1,25.0,30000
2017-03-04,(선)가자미,삼천포,중,S/P,60,1.0,7000
2017-03-04,(선)가자미,삼천포,중,S/P,4,10.0,110000
2017-03-04,(선)가자미,속초,11미,S/P,20,10.0,5000
2017-03-04,(선)가자미,속초,20미,S/P,32,10.0,5400
2017-03-04,(선)가자미,속초,8미,S/P,2,10.0,10000
2017-03-04,(선)가자미,제주도,대,S/P,1,10.0,62000
2017-03-04,(선)가자미,제주도,대,S/P,37,15.0,71000
2017-03-04,(선)가자미,제주도,중,S/P,65,10.0,16000
2017-03-04,(선)가자미,통영,대,S/P,1,25.0,200000
2017-03-06,(선)가자미,군산,중,kg,292,1.0,15400
2017-03-06,(선)가자미,목포,중,S/P,1,9.0,50000
2017-03-06,(선)가자미,방어진,16미,S/P,1,10.0,8000
2017-03-06,(선)가자미,방어진,5미,S/P,3,10.0,8000
2017-03-06,(선)가자미,부산(기장),중,S/P,2,25.0,80000
2017-03-06,(선)가자미,속초,20미,S/P,39,10.0,5700
2017-03-06,(선)가자미,속초,중,S/P,30,10.0,9400
2017-03-06,(선)가자미,제주도,중,S/P,32,1.0,6600
2017-03-06,(선)가자미,제주도,중,S/P,1,8.0,60000
2017-03-06,(선)가자미,제주도,중,S/P,36,15.0,67300
2017-03-06,(선)가자미,제주도,중,S/P,43,20.0,65200
2017-03-06,(선)가자미,죽변,15미,S/P,59,10.0,8000
2017-03-06,(선)가자미,죽변,3미,S/P,26,10.0,12000
2017-03-06,(선)가자미,축산,소,S/P,8,10.0,5000
2017-03-06,(선)가자미,축산,중,S/P,4,10.0,5000
2017-03-06,(선)가자미,태안,중,kg,18,1.0,4600
2017-03-06,(선)가자미,포항,6미,S/P,25,10.0,28000
2017-03-07,(선)가자미,목포,중,S/P,1,5.5,50000
2017-03-07,(선)가자미,목포,중,S/P,1,10.0,50000
2017-03-07,(선)가자미,방어진,2단,S/P,15,16.0,103300
2017-03-07,(선)가자미,방어진,3단,S/P,18,16.0,127200
2017-03-07,(선)가자미,방어진,대,S/P,8,16.0,123800
2017-03-07,(선)가자미,방어진,중,S/P,5,16.0,130000
2017-03-07,(선)가자미,부산(기장),중,S/P,11,16.0,50000
2017-03-07,(선)가자미,속초,중,S/P,11,10.0,10000
2017-03-07,(선)가자미,제주도,대,S/P,1,1.0,5500
2017-03-07,(선)가자미,제주도,대,S/P,74,15.0,70900
2017-03-07,(선)가자미,죽변,15미,S/P,60,10.0,8000
2017-03-07,(선)가자미,포항,4미,S/P,4,10.0,25000
2017-03-07,(선)가자미,포항,5미,S/P,4,10.0,25000
2017-03-08,(선)가자미,군산,중,kg,349,1.0,16600
2017-03-08,(선)가자미,목포,중,S/P,2,10.0,50000
2017-03-08,(선)가자미,방어진,1단,S/P,5,16.0,130000
2017-03-08,(선)가자미,방어진,중,S/P,5,16.0,130000
2017-03-08,(선)가자미,보령,중,c/s(상자),1,15.0,83700
2017-03-08,(선)가자미,속초,중,S/P,17,10.0,9300
2017-03-08,(선)가자미,여수,중,S/P,6,10.0,50000
2017-03-08,(선)가자미,제주도,대,S/P,100,1.0,6000
2017-03-08,(선)가자미,제주도,대,S/P,103,15.0,66600
2017-03-08,(선)가자미,죽변,6미,S/P,17,10.0,25000
2017-03-09,(선)가자미,군산,중,kg,477,1.0,15300
2017-03-09,(선)가자미,방어진,5단,S/P,6,16.0,50000
2017-03-09,(선)가자미,방어진,대,S/P,5,16.0,130000
2017-03-09,(선)가자미,방어진,중,S/P,9,16.0,130000
2017-03-09,(선)가자미,부산(기장),중,S/P,32,10.0,50000
2017-03-09,(선)가자미,속초,중,S/P,37,10.0,9400
2017-03-09,(선)가자미,제주도,대,S/P,202,1.0,7500
2017-03-09,(선)가자미,제주도,대,S/P,78,15.0,72300
2017-03-09,(선)가자미,제주도,대,S/P,1,20.0,75500
2017-03-09,(선)가자미,죽변,15미,S/P,20,10.0,10000
2017-03-09,(선)가자미,포항,4미,S/P,5,10.0,25000
2017-03-09,(선)가자미,포항,5미,S/P,4,10.0,20000
2017-03-10,(선)가자미,강구,중,S/P,16,10.0,5000
2017-03-10,(선)가자미,군산,중,kg,614,1.0,11400
2017-03-10,(선)가자미,목포,중,S/P,1,7.5,40000
2017-03-10,(선)가자미,방어진,1단,S/P,7,16.0,130000
2017-03-10,(선)가자미,방어진,2단,S/P,7,16.0,130000
2017-03-10,(선)가자미,방어진,3단,S/P,16,16.0,142500
2017-03-10,(선)가자미,방어진,대,S/P,6,16.0,130000
2017-03-10,(선)가자미,방어진,중,S/P,18,16.0,130000
2017-03-10,(선)가자미,속초,중,S/P,21,10.0,9500
2017-03-10,(선)가자미,제주도,대,S/P,70,1.0,6100
2017-03-10,(선)가자미,제주도,대,S/P,71,15.0,86700
2017-03-10,(선)가자미,제주도,중,S/P,1,13.0,100000
2017-03-10,(선)가자미,제주도,중,S/P,10,15.0,80000
2017-03-10,(선)가자미,태안,중,kg,73,1.0,12500
2017-03-10,(선)가자미,포항,4미,S/P,28,10.0,20000
2017-03-10,(선)가자미,포항,5미,S/P,14,10.0,20000
2017-03-11,(선)가자미,방어진,18미,S/P,28,11.0,50000
2017-03-11,(선)가자미,방어진,중,S/P,3,16.0,150000
2017-03-11,(선)가자미,방어진,중,S/P,15,20.0,130000
2017-03-11,(선)가자미,속초,중,S/P,19,10.0,8600
2017-03-11,(선)가자미,제주도,대,S/P,146,1.0,7100
2017-03-11,(선)가자미,제주도,대,S/P,92,15.0,76900
2017-03-11,(선)가자미,제주도,대,S/P,38,16.0,83400
2017-03-11,(선)가자미,포항,6미,S/P,8,10.0,25000
2017-03-11,(선)가자미,포항,6미,c/s(상자),17,10.0,30000
2017-03-13,(선)가자미,군산,중,kg,308,1.0,9900
2017-03-13,(선)가자미,방어진,2단,S/P,7,10.0,140000
2017-03-13,(선)가자미,방어진,2단,S/P,8,22.0,130000
2017-03-13,(선)가자미,방어진,3단,S/P,3,10.0,130000
2017-03-13,(선)가자미,방어진,3단,S/P,5,13.0,130000
2017-03-13,(선)가자미,방어진,3단,S/P,8,22.0,130000
2017-03-13,(선)가자미,방어진,대,S/P,6,10.0,130000
2017-03-13,(선)가자미,방어진,대,S/P,17,15.0,125300
2017-03-13,(선)가자미,방어진,중,S/P,11,10.0,130000
2017-03-13,(선)가자미,방어진,중,S/P,13,22.0,130000
2017-03-13,(선)가자미,속초,중,S/P,52,10.0,8800
2017-03-13,(선)가자미,제주도,중,S/P,83,1.0,7200
2017-03-13,(선)가자미,제주도,중,S/P,169,10.0,78400
2017-03-13,(선)가자미,죽변,15미,S/P,60,10.0,10000
2017-03-13,(선)가자미,통영,8미,S/P,2,10.0,16000
2017-03-13,(선)가자미,포항,중,S/P,14,10.0,23200
2017-03-14,(선)가자미,목포,3단,S/P,1,22.0,10000
2017-03-14,(선)가자미,방어진,1단,S/P,5,16.0,130000
2017-03-14,(선)가자미,방어진,3단,S/P,3,16.0,130000
2017-03-14,(선)가자미,방어진,대,S/P,5,16.0,130000
2017-03-14,(선)가자미,삼천포,중,S/P,4,10.0,130000
2017-03-14,(선)가자미,속초,중,S/P,33,10.0,8200
2017-03-14,(선)가자미,제주도,중,S/P,14,1.0,5500
2017-03-14,(선)가자미,제주도,중,S/P,1,13.0,75000
2017-03-14,(선)가자미,제주도,중,S/P,175,15.0,71000
2017-03-14,(선)가자미,제주도,중,S/P,2,35.0,140000
2017-03-14,(선)가자미,죽변,6미,S/P,59,10.0,25000
2017-03-14,(선)가자미,축산,중,S/P,8,10.0,20000
2017-03-14,(선)가자미,통영,대,S/P,4,25.0,120000
2017-03-14,(선)가자미,통영,중,S/P,2,10.0,100000
2017-03-14,(선)가자미,포항,4미,S/P,8,10.0,20000
2017-03-14,(선)가자미,포항,5미,S/P,20,10.0,20000
2017-03-14,(선)가자미,포항,6미,S/P,14,10.0,25000
2017-03-15,(선)가자미,군산,중,kg,213,1.0,16400
2017-03-15,(선)가자미,목포,중,S/P,1,7.0,30000
2017-03-15,(선)가자미,목포,중,S/P,1,8.0,30000
2017-03-15,(선)가자미,방어진,12미,S/P,1,10.0,10000
2017-03-15,(선)가자미,방어진,1미,S/P,5,10.0,7000
2017-03-15,(선)가자미,방어진,2단,S/P,6,20.0,150000
2017-03-15,(선)가자미,방어진,3단,S/P,4,16.0,130000
2017-03-15,(선)가자미,방어진,3미,S/P,1,10.0,15000
2017-03-15,(선)가자미,방어진,5미,S/P,2,10.0,10000
2017-03-15,(선)가자미,속초,중,S/P,43,10.0,8300
2017-03-15,(선)가자미,여수,중,S/P,12,10.0,50000
2017-03-15,(선)가자미,완도,중,kg,8,1.0,18600
2017-03-15,(선)가자미,제주도,대,S/P,27,1.0,5000
2017-03-15,(선)가자미,제주도,대,S/P,91,15.0,68800
2017-03-15,(선)가자미,제주도,중,S/P,27,15.0,78300
2017-03-15,(선)가자미,제주도,중,S/P,1,25.0,120000
2017-03-15,(선)가자미,죽변,15미,S/P,16,10.0,10000
2017-03-15,(선)가자미,죽변,5미,S/P,20,10.0,15000
2017-03-16,(선)가자미,군산,중,kg,286,1.0,17500
2017-03-16,(선)가자미,삼천포,중,S/P,6,10.0,110000
2017-03-16,(선)가자미,삼천포,중,S/P,5,15.0,90400
2017-03-16,(선)가자미,속초,중,S/P,24,10.0,8900
2017-03-16,(선)가자미,여수,중,S/P,8,10.0,60000
2017-03-16,(선)가자미,제주도,7미,S/P,3,1.0,14000
2017-03-16,(선)가자미,제주도,9미,S/P,1,1.0,12000
2017-03-16,(선)가자미,제주도,대,S/P,69,1.0,5800
2017-03-16,(선)가자미,제주도,대,S/P,117,15.0,69000
2017-03-16,(선)가자미,통영,중,S/P,1,10.0,10000
2017-03-17,(선)가자미,군산,중,kg,276,1.0,18700
2017-03-17,(선)가자미,부산(기장),중,S/P,40,10.0,35000
2017-03-17,(선)가자미,삼천포,중,S/P,10,1.0,6000
2017-03-17,(선)가자미,속초,중,S/P,30,10.0,22500
2017-03-17,(선)가자미,제주도,대,S/P,20,10.0,79400
2017-03-17,(선)가자미,제주도,대,S/P,89,15.0,68700
2017-03-17,(선)가자미,제주도,대,S/P,8,18.0,140000
2017-03-17,(선)가자미,제주도,대,S/P,2,21.0,150000
2017-03-18,(선)가자미,군산,중,kg,300,1.0,15400
2017-03-18,(선)가자미,속초,중,S/P,153,10.0,7100
2017-03-18,(선)가자미,제주도,15미,S/P,2,10.0,60000
2017-03-18,(선)가자미,제주도,17미,S/P,2,10.0,32500
2017-03-18,(선)가자미,제주도,대,S/P,25,1.0,8000
2017-03-18,(선)가자미,제주도,대,S/P,1,7.0,50000
2017-03-18,(선)가자미,제주도,대,S/P,73,15.0,79400
2017-03-18,(선)가자미,포항,중,S/P,3,10.0,20000
2017-03-20,(선)가자미,거제도,중,c/s(상자),14,15.0,20000
2017-03-20,(선)가자미,군산,중,kg,321,1.0,10400
2017-03-20,(선)가자미,목포,중,S/P,1,10.0,40000
2017-03-20,(선)가자미,방어진,10미,S/P,2,10.0,15000
2017-03-20,(선)가자미,방어진,1단,S/P,5,16.0,140000
2017-03-20,(선)가자미,방어진,20미,S/P,3,10.0,50000
2017-03-20,(선)가자미,방어진,2단,S/P,5,16.0,140000
2017-03-20,(선)가자미,방어진,2단,S/P,8,20.0,140000
2017-03-20,(선)가자미,방어진,3단,S/P,9,16.0,130000
2017-03-20,(선)가자미,방어진,5미,S/P,2,10.0,15000
2017-03-20,(선)가자미,방어진,대,S/P,12,16.0,130000
2017-03-20,(선)가자미,방어진,중,S/P,10,10.0,120000
2017-03-20,(선)가자미,방어진,중,S/P,13,16.0,130000
2017-03-20,(선)가자미,방어진,진통,S/P,14,20.0,140000
2017-03-20,(선)가자미,속초,중,S/P,81,10.0,9200
2017-03-20,(선)가자미,인천,중,box,60,5.0,30800
2017-03-20,(선)가자미,인천,중,box,7,7.0,30000
2017-03-20,(선)가자미,제주도,대,S/P,4,1.0,7000
2017-03-20,(선)가자미,제주도,대,S/P,29,15.0,87800
2017-03-20,(선)가자미,제주도,대,box,1,6.0,50000
2017-03-21,(선)가자미,목포,20미,S/P,3,10.0,30000
2017-03-21,(선)가자미,목포,소,S/P,11,8.0,30000
2017-03-21,(선)가자미,목포,중,S/P,1,2.5,20000
2017-03-21,(선)가자미,목포,중,S/P,1,5.0,30000
2017-03-21,(선)가자미,방어진,12미,S/P,5,10.0,8000
2017-03-21,(선)가자미,방어진,20미,S/P,25,10.0,50000
2017-03-21,(선)가자미,방어진,2단,S/P,3,16.0,140000
2017-03-21,(선)가자미,방어진,2단,S/P,7,20.0,140000
2017-03-21,(선)가자미,방어진,3단,S/P,10,16.0,140000
2017-03-21,(선)가자미,방어진,중,S/P,17,16.0,140000
2017-03-21,(선)가자미,속초,중,S/P,60,10.0,8000
2017-03-21,(선)가자미,제주도,15미,S/P,1,10.0,45000
2017-03-21,(선)가자미,제주도,28미,S/P,1,10.0,55000
2017-03-21,(선)가자미,제주도,대,S/P,7,1.0,7300
2017-03-21,(선)가자미,제주도,대,S/P,30,14.0,80500
2017-03-21,(선)가자미,제주도,대,S/P,140,15.0,74400
2017-03-21,(선)가자미,제주도,대,S/P,2,18.0,81000
2017-03-22,(선)가자미,목포,중,S/P,1,5.5,20000
2017-03-22,(선)가자미,목포,중,S/P,2,7.0,25000
2017-03-22,(선)가자미,목포,중,S/P,3,10.0,70000
2017-03-22,(선)가자미,방어진,1단,S/P,3,16.0,140000
2017-03-22,(선)가자미,방어진,2단,S/P,7,10.0,40000
2017-03-22,(선)가자미,방어진,2단,S/P,17,16.0,140000
2017-03-22,(선)가자미,방어진,5미,S/P,3,10.0,10000
2017-03-22,(선)가자미,방어진,9미,S/P,1,10.0,8000
2017-03-22,(선)가자미,방어진,중,S/P,5,16.0,140000
2017-03-22,(선)가자미,속초,중,S/P,8,10.0,10000
2017-03-22,(선)가자미,제주도,대,S/P,153,15.0,72100
2017-03-22,(선)가자미,제주도,중,S/P,17,8.0,70000
2017-03-22,(선)가자미,제주도,중,S/P,14,10.0,78900
2017-03-22,(선)가자미,제주도,중,S/P,6,12.0,80000
2017-03-22,(선)가자미,제주도,중,S/P,53,15.0,78900
2017-03-23,(선)가자미,군산,중,kg,246,1.0,12900
2017-03-23,(선)가자미,삼천포,대,S/P,6,1.0,8000
2017-03-23,(선)가자미,삼천포,대,S/P,8,15.0,70000
2017-03-23,(선)가자미,삼천포,중,S/P,16,15.0,70000
2017-03-23,(선)가자미,속초,20미,S/P,60,10.0,6900
2017-03-23,(선)가자미,속초,중,S/P,94,10.0,6700
2017-03-23,(선)가자미,제주도,대,S/P,178,15.0,65900
2017-03-23,(선)가자미,제주도,중,S/P,16,14.0,50000
2017-03-23,(선)가자미,제주도,중,S/P,72,15.0,70800
2017-03-23,(선)가자미,태안,중,kg,7,1.0,7000
2017-03-23,(선)가자미,통영,대,S/P,5,25.0,120000
2017-03-24,(선)가자미,방어진,10미,S/P,1,10.0,15000
2017-03-24,(선)가자미,방어진,1단,S/P,10,16.0,150000
2017-03-24,(선)가자미,방어진,20미,S/P,14,10.0,30000
2017-03-24,(선)가자미,방어진,2단,S/P,15,16.0,150000
2017-03-24,(선)가자미,방어진,2단,c/s(상자),8,16.0,150000
2017-03-24,(선)가자미,방어진,3단,S/P,5,16.0,150000
2017-03-24,(선)가자미,방어진,7미,S/P,2,10.0,15000
2017-03-24,(선)가자미,방어진,중,S/P,16,16.0,150000
2017-03-24,(선)가자미,부산(기장),중,S/P,44,10.0,32000
2017-03-24,(선)가자미,속초,중,S/P,24,10.0,8800
2017-03-24,(선)가자미,제주도,대,S/P,40,15.0,67700
2017-03-24,(선)가자미,제주도,중,S/P,72,1.0,6200
2017-03-24,(선)가자미,제주도,중,S/P,80,10.0,71800
2017-03-24,(선)가자미,제주도,중,S/P,21,13.0,59000
2017-03-24,(선)가자미,제주도,중,S/P,7,14.0,70000
2017-03-24,(선)가자미,제주도,중,S/P,29,15.0,70000
2017-03-24,(선)가자미,죽변,중,S/P,7,10.0,8000
2017-03-25,(선)가자미,방어진,10미,S/P,4,10.0,20000
2017-03-25,(선)가자미,방어진,12미,S/P,2,10.0,10000
2017-03-25,(선)가자미,방어진,1단,S/P,9,16.0,140000
2017-03-25,(선)가자미,방어진,2단,S/P,8,16.0,140000
2017-03-25,(선)가자미,방어진,3단,S/P,17,16.0,140000
2017-03-25,(선)가자미,방어진,5미,S/P,5,10.0,15000
2017-03-25,(선)가자미,방어진,대,S/P,3,16.0,140000
2017-03-25,(선)가자미,방어진,중,S/P,4,16.0,140000
2017-03-25,(선)가자미,보령,중,S/P,18,11.0,28900
2017-03-25,(선)가자미,부산(기장),중,S/P,10,10.0,50000
2017-03-25,(선)가자미,부산(기장),중,S/P,10,25.0,70000
2017-03-25,(선)가자미,속초,20미,S/P,20,10.0,7000
2017-03-25,(선)가자미,속초,중,S/P,10,10.0,10000
2017-03-25,(선)가자미,제주도,대,S/P,74,15.0,61500
2017-03-25,(선)가자미,제주도,중,S/P,8,1.0,7000
2017-03-25,(선)가자미,제주도,중,S/P,1,8.5,60000
2017-03-25,(선)가자미,제주도,중,S/P,29,10.0,61000
2017-03-25,(선)가자미,제주도,중,S/P,50,10.5,55000
2017-03-25,(선)가자미,제주도,중,S/P,28,12.0,54900
2017-03-25,(선)가자미,제주도,중,S/P,16,13.0,58100
2017-03-27,(선)가자미,방어진,대,S/P,9,16.0,150000
2017-03-27,(선)가자미,방어진,중,S/P,12,11.0,25000
2017-03-27,(선)가자미,부산(기장),대,S/P,9,25.0,70000
2017-03-27,(선)가자미,부산(기장),중,S/P,50,10.0,30000
2017-03-27,(선)가자미,삼천포,대,S/P,6,15.0,60000
2017-03-27,(선)가자미,속초,20미,S/P,30,10.0,7000
2017-03-27,(선)가자미,속초,중,S/P,14,10.0,9600
